w0,w1,n,mle
start,talking,1,1.0067755997865636e-05
start,that,1,1.0067755997865636e-05
start,this,1,1.0067755997865636e-05
start,to,1,1.0067755997865636e-05
start,until,1,1.0067755997865636e-05
start,up,1,1.0067755997865636e-05
started,</s>,5,5.0338779989328176e-05
started,across,1,1.0067755997865636e-05
started,again,1,1.0067755997865636e-05
started,all,1,1.0067755997865636e-05
started,along,1,1.0067755997865636e-05
started,and,4,4.0271023991462545e-05
started,at,1,1.0067755997865636e-05
started,back,4,4.0271023991462545e-05
started,bull,1,1.0067755997865636e-05
started,coming,1,1.0067755997865636e-05
started,down,1,1.0067755997865636e-05
started,for,2,2.0135511995731273e-05
started,forward,1,1.0067755997865636e-05
started,in,1,1.0067755997865636e-05
started,inside,1,1.0067755997865636e-05
started,off,5,5.0338779989328176e-05
started,on,5,5.0338779989328176e-05
started,out,4,4.0271023991462545e-05
started,running,1,1.0067755997865636e-05
started,scraping,1,1.0067755997865636e-05
started,to,29,0.00029196492393810346
started,toward,3,3.0203267993596907e-05
started,up,6,6.0406535987193814e-05
started,with,2,2.0135511995731273e-05
started,wondering,1,1.0067755997865636e-05
starting,lunch,1,1.0067755997865636e-05
starting,of,1,1.0067755997865636e-05
starting,the,1,1.0067755997865636e-05
starting,to,2,2.0135511995731273e-05
starts,</s>,1,1.0067755997865636e-05
starts,for,1,1.0067755997865636e-05
state,of,2,2.0135511995731273e-05
statement,</s>,3,3.0203267993596907e-05
states,</s>,3,3.0203267993596907e-05
states,now,1,1.0067755997865636e-05
states,were,1,1.0067755997865636e-05
states,you,1,1.0067755997865636e-05
station,</s>,3,3.0203267993596907e-05
station,and,5,5.0338779989328176e-05
station,by,1,1.0067755997865636e-05
station,for,1,1.0067755997865636e-05
station,i,1,1.0067755997865636e-05
station,in,2,2.0135511995731273e-05
station,the,1,1.0067755997865636e-05
stationery,would,1,1.0067755997865636e-05
statue,of,3,3.0203267993596907e-05
statue,standing,1,1.0067755997865636e-05
stay,</s>,4,4.0271023991462545e-05
stay,all,1,1.0067755997865636e-05
stay,and,2,2.0135511995731273e-05
stay,at,1,1.0067755997865636e-05
stay,away,2,2.0135511995731273e-05
stay,by,2,2.0135511995731273e-05
stay,down,1,1.0067755997865636e-05
stay,he,1,1.0067755997865636e-05
stay,here,3,3.0203267993596907e-05
stay,in,2,2.0135511995731273e-05
stay,myself,1,1.0067755997865636e-05
stay,on,1,1.0067755997865636e-05
stay,over,1,1.0067755997865636e-05
stay,rather,1,1.0067755997865636e-05
stay,there,2,2.0135511995731273e-05
stay,tight,1,1.0067755997865636e-05
stay,up,2,2.0135511995731273e-05
stay,with,2,2.0135511995731273e-05
stayed,at,1,1.0067755997865636e-05
stayed,five,1,1.0067755997865636e-05
stayed,for,1,1.0067755997865636e-05
stayed,in,1,1.0067755997865636e-05
stayed,once,1,1.0067755997865636e-05
stayed,out,1,1.0067755997865636e-05
stayed,there,1,1.0067755997865636e-05
stayed,three,1,1.0067755997865636e-05
stayed,up,1,1.0067755997865636e-05
staying,here,1,1.0067755997865636e-05
staying,with,1,1.0067755997865636e-05
stays,in,1,1.0067755997865636e-05
steadily,in,1,1.0067755997865636e-05
steadily,up,1,1.0067755997865636e-05
steady,drizzle,1,1.0067755997865636e-05
steady,enough,1,1.0067755997865636e-05
steaming,into,1,1.0067755997865636e-05
steel,engraving,1,1.0067755997865636e-05
steel,point,2,2.0135511995731273e-05
steep,bank,1,1.0067755997865636e-05
steep,bluffs,1,1.0067755997865636e-05
steep,bridge,1,1.0067755997865636e-05
steep,hill,1,1.0067755997865636e-05
steep,road,1,1.0067755997865636e-05
steep,street,2,2.0135511995731273e-05
steep,walking,1,1.0067755997865636e-05
steeply,</s>,1,1.0067755997865636e-05
steeply,and,1,1.0067755997865636e-05
steer,</s>,4,4.0271023991462545e-05
steer,all,1,1.0067755997865636e-05
steer,and,1,1.0067755997865636e-05
steer,came,1,1.0067755997865636e-05
steer,picked,1,1.0067755997865636e-05
steer,ran,1,1.0067755997865636e-05
steer,robert,2,2.0135511995731273e-05
steer,stood,1,1.0067755997865636e-05
steer,turned,1,1.0067755997865636e-05
steer,was,1,1.0067755997865636e-05
steer,which,1,1.0067755997865636e-05
steer,who,1,1.0067755997865636e-05
steers,</s>,3,3.0203267993596907e-05
steers,and,2,2.0135511995731273e-05
steers,backed,1,1.0067755997865636e-05
steers,came,1,1.0067755997865636e-05
steers,do,1,1.0067755997865636e-05
steers,had,1,1.0067755997865636e-05
steers,in,1,1.0067755997865636e-05
steers,run,1,1.0067755997865636e-05
steers,took,1,1.0067755997865636e-05
steers,turned,1,1.0067755997865636e-05
steins,and,1,1.0067755997865636e-05
stems,</s>,1,1.0067755997865636e-05
stencilled,on,1,1.0067755997865636e-05
stencilled,with,1,1.0067755997865636e-05
stencilling,completed,1,1.0067755997865636e-05
stencilling,the,1,1.0067755997865636e-05
step,all,1,1.0067755997865636e-05
step,forward,1,1.0067755997865636e-05
step,was,1,1.0067755997865636e-05
stepped,aside,1,1.0067755997865636e-05
stepped,back,1,1.0067755997865636e-05
stepped,down,1,1.0067755997865636e-05
stepped,forwardyou,1,1.0067755997865636e-05
stepped,into,1,1.0067755997865636e-05
stepped,on,1,1.0067755997865636e-05
stepping,into,1,1.0067755997865636e-05
steps,of,1,1.0067755997865636e-05
steps,were,1,1.0067755997865636e-05
stew,</s>,1,1.0067755997865636e-05
stew,and,1,1.0067755997865636e-05
steward,went,1,1.0067755997865636e-05
stick,</s>,1,1.0067755997865636e-05
stick,around,1,1.0067755997865636e-05
stick,it,1,1.0067755997865636e-05
sticks,</s>,1,1.0067755997865636e-05
sticks,in,1,1.0067755997865636e-05
sticks,standing,1,1.0067755997865636e-05
stiff,from,1,1.0067755997865636e-05
stiff,legged,1,1.0067755997865636e-05
stiff,with,1,1.0067755997865636e-05
stiffen,beside,1,1.0067755997865636e-05
stiffen,them,1,1.0067755997865636e-05
stiffly,oiled,1,1.0067755997865636e-05
still,alive,1,1.0067755997865636e-05
still,applauding,1,1.0067755997865636e-05
still,but,1,1.0067755997865636e-05
still,climbing,1,1.0067755997865636e-05
still,closed,1,1.0067755997865636e-05
still,crowded,1,1.0067755997865636e-05
still,damp,1,1.0067755997865636e-05
still,had,2,2.0135511995731273e-05
still,harris,1,1.0067755997865636e-05
still,i,2,2.0135511995731273e-05
still,love,1,1.0067755997865636e-05
still,only,1,1.0067755997865636e-05
still,playing,1,1.0067755997865636e-05
still,raining,1,1.0067755997865636e-05
still,sat,1,1.0067755997865636e-05
still,sleeping,1,1.0067755997865636e-05
still,some,1,1.0067755997865636e-05
still,something,1,1.0067755997865636e-05
still,strong,1,1.0067755997865636e-05
still,talking,2,2.0135511995731273e-05
still,taut,1,1.0067755997865636e-05
still,they,1,1.0067755997865636e-05
still,up,2,2.0135511995731273e-05
still,very,1,1.0067755997865636e-05
still,waiting,2,2.0135511995731273e-05
still,watching,1,1.0067755997865636e-05
still,with,1,1.0067755997865636e-05
stirred,it,1,1.0067755997865636e-05
stirred,the,1,1.0067755997865636e-05
stirring,down,1,1.0067755997865636e-05
stock,</s>,1,1.0067755997865636e-05
stockings,on,1,1.0067755997865636e-05
stolen,</s>,1,1.0067755997865636e-05
stolen,in,1,1.0067755997865636e-05
stomach,</s>,2,2.0135511995731273e-05
stomach,muscles,1,1.0067755997865636e-05
stone,</s>,3,3.0203267993596907e-05
stone,a,1,1.0067755997865636e-05
stone,and,1,1.0067755997865636e-05
stone,balcony,1,1.0067755997865636e-05
stone,floor,1,1.0067755997865636e-05
stone,had,1,1.0067755997865636e-05
stone,house,1,1.0067755997865636e-05
stone,houses,1,1.0067755997865636e-05
stone,laughed,1,1.0067755997865636e-05
stone,pitcher,1,1.0067755997865636e-05
stone,that,2,2.0135511995731273e-05
stone,tub,1,1.0067755997865636e-05
stone,wall,3,3.0203267993596907e-05
stone,walls,3,3.0203267993596907e-05
stony,</s>,1,1.0067755997865636e-05
stood,against,3,3.0203267993596907e-05
stood,at,1,1.0067755997865636e-05
stood,beside,2,2.0135511995731273e-05
stood,by,3,3.0203267993596907e-05
stood,embarrassed,1,1.0067755997865636e-05
stood,flattened,1,1.0067755997865636e-05
stood,his,2,2.0135511995731273e-05
stood,holding,2,2.0135511995731273e-05
stood,in,8,8.054204798292509e-05
stood,looking,1,1.0067755997865636e-05
stood,on,2,2.0135511995731273e-05
stood,out,1,1.0067755997865636e-05
stood,shakily,1,1.0067755997865636e-05
stood,side,1,1.0067755997865636e-05
stood,there,4,4.0271023991462545e-05
stood,together,2,2.0135511995731273e-05
stood,up,24,0.00024162614394877526
stood,very,1,1.0067755997865636e-05
stood,waiting,1,1.0067755997865636e-05
stood,with,1,1.0067755997865636e-05
stool,beside,1,1.0067755997865636e-05
stool,her,1,1.0067755997865636e-05
stools,and,1,1.0067755997865636e-05
stools,at,1,1.0067755997865636e-05
stop,</s>,5,5.0338779989328176e-05
stop,and,3,3.0203267993596907e-05
stop,at,1,1.0067755997865636e-05
stop,eating,1,1.0067755997865636e-05
stop,it,3,3.0203267993596907e-05
stop,looking,1,1.0067755997865636e-05
stop,on,1,1.0067755997865636e-05
stop,over,1,1.0067755997865636e-05
stop,things,1,1.0067755997865636e-05
stopped,</s>,7,7.047429198505945e-05
stopped,again,1,1.0067755997865636e-05
stopped,and,7,7.047429198505945e-05
stopped,another,1,1.0067755997865636e-05
stopped,at,8,8.054204798292509e-05
stopped,before,1,1.0067755997865636e-05
stopped,drinking,1,1.0067755997865636e-05
stopped,for,3,3.0203267993596907e-05
stopped,his,1,1.0067755997865636e-05
stopped,i,1,1.0067755997865636e-05
stopped,in,9,9.060980398079073e-05
stopped,jumping,1,1.0067755997865636e-05
stopped,just,1,1.0067755997865636e-05
stopped,looking,2,2.0135511995731273e-05
stopped,me,2,2.0135511995731273e-05
stopped,night,1,1.0067755997865636e-05
stopped,on,2,2.0135511995731273e-05
stopped,over,2,2.0135511995731273e-05
stopped,raining,1,1.0067755997865636e-05
stopped,she,1,1.0067755997865636e-05
stopped,the,1,1.0067755997865636e-05
stopped,they,1,1.0067755997865636e-05
stopped,to,1,1.0067755997865636e-05
stopped,under,1,1.0067755997865636e-05
stopped,were,1,1.0067755997865636e-05
stopping,at,1,1.0067755997865636e-05
stopping,that,1,1.0067755997865636e-05
store,</s>,1,1.0067755997865636e-05
store,and,2,2.0135511995731273e-05
store,by,1,1.0067755997865636e-05
store,indians,1,1.0067755997865636e-05
stories,</s>,1,1.0067755997865636e-05
stories,and,1,1.0067755997865636e-05
stories,hold,1,1.0067755997865636e-05
stories,in,1,1.0067755997865636e-05
stories,that,1,1.0067755997865636e-05
story,</s>,3,3.0203267993596907e-05
story,about,1,1.0067755997865636e-05
story,from,1,1.0067755997865636e-05
story,reflects,1,1.0067755997865636e-05
storys,that,1,1.0067755997865636e-05
stragglers,who,1,1.0067755997865636e-05
straight,</s>,1,1.0067755997865636e-05
straight,ahead,7,7.047429198505945e-05
straight,and,4,4.0271023991462545e-05
straight,down,2,2.0135511995731273e-05
straight,for,1,1.0067755997865636e-05
straight,line,1,1.0067755997865636e-05
straightened,and,1,1.0067755997865636e-05
straightened,her,2,2.0135511995731273e-05
straightened,up,1,1.0067755997865636e-05
straining,forward,1,1.0067755997865636e-05
strange,</s>,3,3.0203267993596907e-05
strange,city,1,1.0067755997865636e-05
strange,jake,1,1.0067755997865636e-05
strange,shapes,1,1.0067755997865636e-05
strange,sort,1,1.0067755997865636e-05
strange,to,2,2.0135511995731273e-05
strangely,shaped,1,1.0067755997865636e-05
stranger,</s>,1,1.0067755997865636e-05
strangers,</s>,1,1.0067755997865636e-05
strap,of,1,1.0067755997865636e-05
strapped,the,1,1.0067755997865636e-05
straps,came,1,1.0067755997865636e-05
strasbourg,</s>,1,1.0067755997865636e-05
strasbourg,and,1,1.0067755997865636e-05
strasbourg,for,1,1.0067755997865636e-05
strasbourg,what,1,1.0067755997865636e-05
strasbourg,who,1,1.0067755997865636e-05
straw,as,1,1.0067755997865636e-05
straw,on,1,1.0067755997865636e-05
strawberries,</s>,1,1.0067755997865636e-05
strawberries,growing,1,1.0067755997865636e-05
streak,</s>,1,1.0067755997865636e-05
stream,</s>,6,6.0406535987193814e-05
stream,and,5,5.0338779989328176e-05
stream,in,1,1.0067755997865636e-05
stream,of,2,2.0135511995731273e-05
stream,off,1,1.0067755997865636e-05
stream,on,2,2.0135511995731273e-05
stream,tadpoles,1,1.0067755997865636e-05
stream,the,1,1.0067755997865636e-05
stream,to,2,2.0135511995731273e-05
stream,was,1,1.0067755997865636e-05
stream,went,1,1.0067755997865636e-05
stream,with,1,1.0067755997865636e-05
streams,and,1,1.0067755997865636e-05
streams,into,1,1.0067755997865636e-05
streams,of,1,1.0067755997865636e-05
street,</s>,28,0.0002818971679402378
street,a,2,2.0135511995731273e-05
street,again,1,1.0067755997865636e-05
street,and,11,0.00011074531597652199
street,at,1,1.0067755997865636e-05
street,away,1,1.0067755997865636e-05
street,back,1,1.0067755997865636e-05
street,behind,1,1.0067755997865636e-05
street,brett,1,1.0067755997865636e-05
street,came,1,1.0067755997865636e-05
street,car,1,1.0067755997865636e-05
street,clothes,1,1.0067755997865636e-05
street,direct,1,1.0067755997865636e-05
street,door,1,1.0067755997865636e-05
street,from,1,1.0067755997865636e-05
street,i,5,5.0338779989328176e-05
street,in,1,1.0067755997865636e-05
street,into,1,1.0067755997865636e-05
street,looking,1,1.0067755997865636e-05
street,of,1,1.0067755997865636e-05
street,off,1,1.0067755997865636e-05
street,on,1,1.0067755997865636e-05
street,past,1,1.0067755997865636e-05
street,that,5,5.0338779989328176e-05
street,the,2,2.0135511995731273e-05
street,through,2,2.0135511995731273e-05
street,to,7,7.047429198505945e-05
street,toward,2,2.0135511995731273e-05
street,up,1,1.0067755997865636e-05
street,was,8,8.054204798292509e-05
street,we,2,2.0135511995731273e-05
street,were,2,2.0135511995731273e-05
streets,</s>,3,3.0203267993596907e-05
streets,and,4,4.0271023991462545e-05
streets,at,1,1.0067755997865636e-05
streets,early,1,1.0067755997865636e-05
streets,feel,1,1.0067755997865636e-05
streets,in,3,3.0203267993596907e-05
streets,of,2,2.0135511995731273e-05
streets,on,1,1.0067755997865636e-05
streets,out,1,1.0067755997865636e-05
streets,that,1,1.0067755997865636e-05
streets,to,3,3.0203267993596907e-05
streets,wet,1,1.0067755997865636e-05
streets,when,1,1.0067755997865636e-05
streets,with,1,1.0067755997865636e-05
strega,</s>,1,1.0067755997865636e-05
strength,enough,1,1.0067755997865636e-05
strengthened,him,1,1.0067755997865636e-05
stretch,of,2,2.0135511995731273e-05
stretch,on,1,1.0067755997865636e-05
stretched,and,1,1.0067755997865636e-05
stretched,off,2,2.0135511995731273e-05
stretched,out,2,2.0135511995731273e-05
strewn,around,1,1.0067755997865636e-05
striding,in,1,1.0067755997865636e-05
striding,up,1,1.0067755997865636e-05
strike,</s>,1,1.0067755997865636e-05
striking,into,1,1.0067755997865636e-05
string,of,4,4.0271023991462545e-05
stringing,electric,1,1.0067755997865636e-05
stripand,gave,1,1.0067755997865636e-05
striped,shirt,1,1.0067755997865636e-05
stripped,for,1,1.0067755997865636e-05
strips,and,1,1.0067755997865636e-05
stroked,her,1,1.0067755997865636e-05
stroked,my,1,1.0067755997865636e-05
strong,</s>,1,1.0067755997865636e-05
strong,just,1,1.0067755997865636e-05
strong,that,1,1.0067755997865636e-05
stronger,and,1,1.0067755997865636e-05
stronger,that,1,1.0067755997865636e-05
stronger,until,1,1.0067755997865636e-05
strung,out,1,1.0067755997865636e-05
stubble,of,1,1.0067755997865636e-05
stubborn,streak,1,1.0067755997865636e-05
stubbornnesses,</s>,1,1.0067755997865636e-05
stubs,shoved,1,1.0067755997865636e-05
stuck,to,1,1.0067755997865636e-05
stuck,up,1,1.0067755997865636e-05
stud,book,1,1.0067755997865636e-05
students,went,1,1.0067755997865636e-05
studying,music,1,1.0067755997865636e-05
studying,spanish,1,1.0067755997865636e-05
stuff,</s>,4,4.0271023991462545e-05
stuff,and,1,1.0067755997865636e-05
stuff,from,1,1.0067755997865636e-05
stuff,in,1,1.0067755997865636e-05
stuff,is,1,1.0067755997865636e-05
stuffed,animals,2,2.0135511995731273e-05
stuffed,dog,4,4.0271023991462545e-05
stuffed,dogs,2,2.0135511995731273e-05
stuffed,for,1,1.0067755997865636e-05
stuffed,race,1,1.0067755997865636e-05
stumbled,up,1,1.0067755997865636e-05
stupid,</s>,2,2.0135511995731273e-05
stupid,edna,1,1.0067755997865636e-05
suavely,never,1,1.0067755997865636e-05
subject,</s>,2,2.0135511995731273e-05
subject,of,1,1.0067755997865636e-05
subscribes,for,1,1.0067755997865636e-05
subscriptions,so,1,1.0067755997865636e-05
suburban,feeling,1,1.0067755997865636e-05
success,</s>,3,3.0203267993596907e-05
success,mrs,1,1.0067755997865636e-05
successive,table,1,1.0067755997865636e-05
such,a,16,0.00016108409596585018
such,an,1,1.0067755997865636e-05
such,damned,1,1.0067755997865636e-05
such,filthy,1,1.0067755997865636e-05
such,hell,1,1.0067755997865636e-05
such,lovely,1,1.0067755997865636e-05
such,nice,1,1.0067755997865636e-05
such,people,1,1.0067755997865636e-05
such,safety,1,1.0067755997865636e-05
such,swell,1,1.0067755997865636e-05
such,terrible,1,1.0067755997865636e-05
such,things,1,1.0067755997865636e-05
sucking,the,1,1.0067755997865636e-05
suckling,pig,1,1.0067755997865636e-05
sud,express,5,5.0338779989328176e-05
sudden,</s>,1,1.0067755997865636e-05
sudden,ache,1,1.0067755997865636e-05
sudden,bursts,1,1.0067755997865636e-05
sudden,everybody,1,1.0067755997865636e-05
sudden,green,1,1.0067755997865636e-05
sudden,i,1,1.0067755997865636e-05
sudden,there,1,1.0067755997865636e-05
suddenly,</s>,1,1.0067755997865636e-05
suddenly,a,1,1.0067755997865636e-05
suddenly,four,1,1.0067755997865636e-05
suddenly,i,1,1.0067755997865636e-05
suddenly,it,1,1.0067755997865636e-05
suddenly,pressing,1,1.0067755997865636e-05
suddenly,she,1,1.0067755997865636e-05
suddenly,that,1,1.0067755997865636e-05
suddenly,the,1,1.0067755997865636e-05
suerte,shook,1,1.0067755997865636e-05
suffering,</s>,1,1.0067755997865636e-05
sugar,in,1,1.0067755997865636e-05
suggested,</s>,1,1.0067755997865636e-05
suggested,we,1,1.0067755997865636e-05
suggesting,it,1,1.0067755997865636e-05
suggestion,said,1,1.0067755997865636e-05
suicide,with,1,1.0067755997865636e-05
suit,</s>,1,1.0067755997865636e-05
suit,and,3,3.0203267993596907e-05
suit,down,1,1.0067755997865636e-05
suit,sloshed,1,1.0067755997865636e-05
suit,wrapped,1,1.0067755997865636e-05
suitcase,</s>,3,3.0203267993596907e-05
suitcase,with,1,1.0067755997865636e-05
suizo,</s>,2,2.0135511995731273e-05
suizo,i,1,1.0067755997865636e-05
suizo,we,1,1.0067755997865636e-05
sullen,</s>,1,1.0067755997865636e-05
sullen,face,1,1.0067755997865636e-05
summer,</s>,1,1.0067755997865636e-05
summer,and,1,1.0067755997865636e-05
summer,heat,1,1.0067755997865636e-05
summer,in,1,1.0067755997865636e-05
summer,time,2,2.0135511995731273e-05
summit,gave,1,1.0067755997865636e-05
summit,of,1,1.0067755997865636e-05
sun,</s>,8,8.054204798292509e-05
sun,and,5,5.0338779989328176e-05
sun,as,1,1.0067755997865636e-05
sun,baked,2,2.0135511995731273e-05
sun,came,1,1.0067755997865636e-05
sun,dried,1,1.0067755997865636e-05
sun,from,1,1.0067755997865636e-05
sun,had,1,1.0067755997865636e-05
sun,hardened,1,1.0067755997865636e-05
sun,on,2,2.0135511995731273e-05
sun,set,1,1.0067755997865636e-05
sun,to,1,1.0067755997865636e-05
sun,until,1,1.0067755997865636e-05
sun,was,1,1.0067755997865636e-05
sunburned,</s>,1,1.0067755997865636e-05
sunburned,hair,1,1.0067755997865636e-05
sunday,</s>,3,3.0203267993596907e-05
sunday,the,1,1.0067755997865636e-05
