line_num,line_str,n,chap_num
9334,I got up and went to the balcony and looked out at the dancing in the,69,18
9335,square. The world was not wheeling any more. It was just very clear and,71,18
9336,"bright, and inclined to blur at the edges. I washed, brushed my hair. I",71,18
9337,"looked strange to myself in the glass, and went down-stairs to the",66,18
9338,dining-room.,12,18
9339,,0,18
9340,“Here he is!” said Bill. “Good old Jake! I knew you wouldn’t pass out.”,71,18
9341,,0,18
9342,"“Hello, you old drunk,” Mike said.",34,18
9343,,0,18
9344,“I got hungry and woke up.”,27,18
9345,,0,18
9346,"“Eat some soup,” Bill said.",27,18
9347,,0,18
9348,"The three of us sat at the table, and it seemed as though about six",67,18
9349,people were missing.,20,18
9350,,0,18
9351,,0,18
9352,,0,18
9353,,0,18
9355,19,2,19
9356,,0,19
9357,,0,19
9358,In the morning it was all over. The fiesta was finished. I woke about,69,19
9359,"nine o’clock, had a bath, dressed, and went down-stairs. The square was",71,19
9360,empty and there were no people on the streets. A few children were,66,19
9361,picking up rocket-sticks in the square. The cafés were just opening and,71,19
9362,the waiters were carrying out the comfortable white wicker chairs and,69,19
9363,arranging them around the marble-topped tables in the shade of the,66,19
9364,arcade. They were sweeping the streets and sprinkling them with a hose.,71,19
9365,,0,19
9366,I sat in one of the wicker chairs and leaned back comfortably. The,66,19
9367,waiter was in no hurry to come. The white-paper announcements of the,68,19
9368,unloading of the bulls and the big schedules of special trains were,67,19
9369,still up on the pillars of the arcade. A waiter wearing a blue apron,68,19
9370,"came out with a bucket of water and a cloth, and commenced to tear down",71,19
9371,"the notices, pulling the paper off in strips and washing and rubbing",68,19
9372,away the paper that stuck to the stone. The fiesta was over.,60,19
9373,,0,19
9374,I drank a coffee and after a while Bill came over. I watched him come,69,19
9375,walking across the square. He sat down at the table and ordered a,65,19
9376,coffee.,7,19
9377,,0,19
9378,"“Well,” he said, “it’s all over.”",33,19
9379,,0,19
9380,"“Yes,” I said. “When do you go?”",32,19
9381,,0,19
9382,"“I don’t know. We better get a car, I think. Aren’t you going back to",69,19
9383,Paris?”,7,19
9384,,0,19
9385,“No. I can stay away another week. I think I’ll go to San Sebastian.”,69,19
9386,,0,19
9387,“I want to get back.”,21,19
9388,,0,19
9389,“What’s Mike going to do?”,26,19
9390,,0,19
9391,“He’s going to Saint Jean de Luz.”,34,19
9392,,0,19
9393,“Let’s get a car and all go as far as Bayonne. You can get the train up,71,19
9394,from there to-night.”,21,19
9395,,0,19
9396,“Good. Let’s go after lunch.”,29,19
9397,,0,19
9398,“All right. I’ll get the car.”,30,19
9399,,0,19
9400,We had lunch and paid the bill. Montoya did not come near us. One of the,72,19
9401,maids brought the bill. The car was outside. The chauffeur piled and,68,19
9402,strapped the bags on top of the car and put them in beside him in the,69,19
9403,"front seat and we got in. The car went out of the square, along through",71,19
9404,"the side streets, out under the trees and down the hill and away from",69,19
9405,Pamplona. It did not seem like a very long ride. Mike had a bottle of,69,19
9406,Fundador. I only took a couple of drinks. We came over the mountains and,72,19
9407,"out of Spain and down the white roads and through the overfoliaged, wet,",72,19
9408,"green, Basque country, and finally into Bayonne. We left Bill’s baggage",71,19
9409,"at the station, and he bought a ticket to Paris. His train left at",66,19
9410,seven-ten. We came out of the station. The car was standing out in,66,19
9411,front.,6,19
9412,,0,19
9413,“What shall we do about the car?” Bill asked.,45,19
9414,,0,19
9415,"“Oh, bother the car,” Mike said. “Let’s just keep the car with us.”",67,19
9416,,0,19
9417,"“All right,” Bill said. “Where shall we go?”",44,19
9418,,0,19
9419,“Let’s go to Biarritz and have a drink.”,40,19
9420,,0,19
9421,"“Old Mike the spender,” Bill said.",34,19
9422,,0,19
9423,We drove in to Biarritz and left the car outside a very Ritz place. We,70,19
9424,went into the bar and sat on high stools and drank a whiskey and soda.,70,19
9425,,0,19
9426,"“That drink’s mine,” Mike said.",31,19
9427,,0,19
9428,“Let’s roll for it.”,20,19
9429,,0,19
9430,So we rolled poker dice out of a deep leather dice-cup. Bill was out,68,19
9431,first roll. Mike lost to me and handed the bartender a hundred-franc,68,19
9432,note. The whiskeys were twelve francs apiece. We had another round and,70,19
9433,Mike lost again. Each time he gave the bartender a good tip. In a room,70,19
9434,off the bar there was a good jazz band playing. It was a pleasant bar.,70,19
9435,We had another round. I went out on the first roll with four kings. Bill,72,19
9436,and Mike rolled. Mike won the first roll with four jacks. Bill won the,70,19
9437,second. On the final roll Mike had three kings and let them stay. He,68,19
9438,"handed the dice-cup to Bill. Bill rattled them and rolled, and there",68,19
9439,"were three kings, an ace, and a queen.",38,19
9440,,0,19
9441,"“It’s yours, Mike,” Bill said. “Old Mike, the gambler.”",55,19
9442,,0,19
9443,"“I’m so sorry,” Mike said. “I can’t get it.”",44,19
9444,,0,19
9445,“What’s the matter?”,20,19
9446,,0,19
9447,"“I’ve no money,” Mike said. “I’m stony. I’ve just twenty francs. Here,",70,19
9448,take twenty francs.”,20,19
9449,,0,19
9450,Bill’s face sort of changed.,28,19
9451,,0,19
9452,"“I just had enough to pay Montoya. Damned lucky to have it, too.”",65,19
9453,,0,19
9454,"“I’ll cash you a check,” Bill said.",35,19
9455,,0,19
9456,"“That’s damned nice of you, but you see I can’t write checks.”",62,19
9457,,0,19
9458,“What are you going to do for money?”,37,19
9459,,0,19
9460,"“Oh, some will come through. I’ve two weeks allowance should be here. I",71,19
9461,can live on tick at this pub in Saint Jean.”,44,19
9462,,0,19
9463,“What do you want to do about the car?” Bill asked me. “Do you want to,70,19
9464,keep it on?”,12,19
9465,,0,19
9466,“It doesn’t make any difference. Seems sort of idiotic.”,56,19
9467,,0,19
9468,"“Come on, let’s have another drink,” Mike said.",47,19
9469,,0,19
9470,"“Fine. This one is on me,” Bill said. “Has Brett any money?” He turned",70,19
9471,to Mike.,8,19
9472,,0,19
9473,“I shouldn’t think so. She put up most of what I gave to old Montoya.”,70,19
9474,,0,19
9475,“She hasn’t any money with her?” I asked.,41,19
9476,,0,19
9477,“I shouldn’t think so. She never has any money. She gets five hundred,69,19
9478,quid a year and pays three hundred and fifty of it in interest to Jews.”,72,19
9479,,0,19
9480,"“I suppose they get it at the source,” said Bill.",49,19
9481,,0,19
9482,“Quite. They’re not really Jews. We just call them Jews. They’re,64,19
9483,"Scotsmen, I believe.”",21,19
9484,,0,19
9485,“Hasn’t she any at all with her?” I asked.,42,19
9486,,0,19
9487,“I hardly think so. She gave it all to me when she left.”,57,19
9488,,0,19
9489,"“Well,” Bill said, “we might as well have another drink.”",57,19
9490,,0,19
9491,"“Damned good idea,” Mike said. “One never gets anywhere by discussing",69,19
9492,finances.”,10,19
9493,,0,19
9494,"“No,” said Bill. Bill and I rolled for the next two rounds. Bill lost",69,19
9495,and paid. We went out to the car.,33,19
9496,,0,19
9497,"“Anywhere you’d like to go, Mike?” Bill asked.",46,19
9498,,0,19
9499,“Let’s take a drive. It might do my credit good. Let’s drive about a,68,19
9500,little.”,8,19
9501,,0,19
9502,“Fine. I’d like to see the coast. Let’s drive down toward Hendaye.”,67,19
9503,,0,19
9504,“I haven’t any credit along the coast.”,39,19
9505,,0,19
9506,"“You can’t ever tell,” said Bill.",33,19
9507,,0,19
9508,"We drove out along the coast road. There was the green of the headlands,",72,19
9509,"the white, red-roofed villas, patches of forest, and the ocean very blue",72,19
9510,with the tide out and the water curling far out along the beach. We,67,19
9511,drove through Saint Jean de Luz and passed through villages farther down,72,19
9512,the coast. Back of the rolling country we were going through we saw the,71,19
9513,mountains we had come over from Pamplona. The road went on ahead. Bill,70,19
9514,looked at his watch. It was time for us to go back. He knocked on the,69,19
9515,glass and told the driver to turn around. The driver backed the car out,71,19
9516,"into the grass to turn it. In back of us were the woods, below a stretch",72,19
9517,"of meadow, then the sea.",24,19
9518,,0,19
9519,At the hotel where Mike was going to stay in Saint Jean we stopped the,70,19
9520,car and he got out. The chauffeur carried in his bags. Mike stood by the,72,19
9521,side of the car.,16,19
9522,,0,19
9523,"“Good-bye, you chaps,” Mike said. “It was a damned fine fiesta.”",64,19
9524,,0,19
9525,"“So long, Mike,” Bill said.",27,19
9526,,0,19
9527,"“I’ll see you around,” I said.",30,19
9528,,0,19
9529,"“Don’t worry about money,” Mike said. “You can pay for the car, Jake,",69,19
9530,and I’ll send you my share.”,28,19
9531,,0,19
9532,"“So long, Mike.”",16,19
9533,,0,19
9534,"“So long, you chaps. You’ve been damned nice.”",46,19
9535,,0,19
9536,We all shook hands. We waved from the car to Mike. He stood in the road,71,19
9537,watching. We got to Bayonne just before the train left. A porter carried,72,19
9538,Bill’s bags in from the consigne. I went as far as the inner gate to the,72,19
9539,tracks.,7,19
9540,,0,19
9541,"“So long, fella,” Bill said.",28,19
9542,,0,19
9543,"“So long, kid!”",15,19
9544,,0,19
9545,“It was swell. I’ve had a swell time.”,38,19
9546,,0,19
9547,“Will you be in Paris?”,23,19
9548,,0,19
9549,"“No, I have to sail on the 17th. So long, fella!”",49,19
9550,,0,19
9551,"“So long, old kid!”",19,19
9552,,0,19
9553,He went in through the gate to the train. The porter went ahead with the,72,19
9554,bags. I watched the train pull out. Bill was at one of the windows. The,71,19
9555,"window passed, the rest of the train passed, and the tracks were empty.",71,19
9556,I went outside to the car.,26,19
9557,,0,19
9558,“How much do we owe you?” I asked the driver. The price to Bayonne had,70,19
9559,been fixed at a hundred and fifty pesetas.,42,19
9560,,0,19
9561,“Two hundred pesetas.”,22,19
9562,,0,19
9563,“How much more will it be if you drive me to San Sebastian on your way,70,19
9564,back?”,6,19
9565,,0,19
9566,“Fifty pesetas.”,16,19
